95601,34499
95601,35767
95634,35767
95634,36965
95849,36965
95849,38021
96591,38021
96591,39160
97075,39160
97075,40461
96820,40461
96820,41594
97362,41594
97362,42761
97798,42761
97798,44061
97274,44061
97274,45271
97302,45271
97302,46441
97806,46441
97806,47663
97683,47663
97683,48874
97612,48874
97612,50082
